registration_id,email,first_name,last_name,phone,birthdate,parent_email,assigned_role,team_name,age_group,fee_amount,payment_status,gear_item,gear_size,gear_quantity,registered_at
40390,alex.johnson38@yahoo.com,Alex,Johnson,555-2694,1994-04-03,,coach,U12 Lightning,U12,20.00,unpaid,Socks,L,1,2026-06-09 14:01:00
40391,isabella.williams32@hotmail.com,Isabella,Williams,555-4460,1971-05-08,,volunteer,U12 Bears,U12,60.00,paid,Shorts,YM,4,2026-06-16 13:24:00
40392,marcus.oakley83@corp.io,Marcus,Oakley,555-2384,1991-02-07,,volunteer,U12 Lightning,U12,15.00,unpaid,Shorts,YS,1,2026-06-16 09:12:00
40393,marcus.williams98@hotmail.com,Marcus,Williams,555-8666,1992-07-17,,parent,U10 Tigers,U10,10.00,unpaid,Cleats,L,1,2026-06-17 17:34:00
40394,isabella.williams56@gmail.com,Isabella,Williams,555-7462,2015-07-30,parent_williams@outlook.com,player,U14 Eagles,U14,75.00,unpaid,Jersey,M,3,2026-06-17 11:25:00
40395,isabella.miller69@outlook.com,Isabella,Miller,555-5075,1980-08-21,,volunteer,U10 Tigers,U10,20.00,paid,Socks,L,1,2026-06-01 13:38:00
40396,sophia.brown20@gmail.com,Sophia,Brown,555-6607,1982-05-19,,coach,U10 Tigers,U10,40.00,paid,Cleats,L,2,2026-06-10 13:06:00
40397,oliver.johnson48@hotmail.com,Oliver,Johnson,555-9599,1974-11-23,,parent,U14 Cobras,U14,25.00,paid,Jersey,YL,1,2026-06-19 10:00:00
40398,timmy.rodriguez56@hotmail.com,Timmy,Rodriguez,555-6086,2016-12-29,parent_rodriguez@outlook.com,player,U14 Eagles,U14,15.00,paid,Cleats,YS,1,2026-06-13 16:34:00
40399,timmy.brodie81@gmail.com,Timmy,Brodie,555-4931,1980-01-15,,parent,U14 Eagles,U14,100.00,unpaid,Socks,XL,5,2026-06-15 11:12:00
40400,sophia.brown58@gmail.com,Sophia,Brown,555-7728,1982-12-09,,volunteer,U12 Lightning,U12,50.00,partial,Jersey,YM,2,2026-06-01 12:33:00
40401,alex.rodriguez70@corp.io,Alex,Rodriguez,555-5787,1985-01-28,,coach,U14 Cobras,U14,15.00,partial,Shorts,XL,1,2026-06-25 09:31:00
40402,oliver.brown95@hotmail.com,Oliver,Brown,555-9919,1973-11-10,,coach,U10 Storm,U10,75.00,paid,Jersey,L,3,2026-06-08 15:00:00
40403,timmy.smith46@yahoo.com,Timmy,Smith,555-6443,1981-05-25,,volunter,U14 Cobras,U14,25.00,partial,Jersey,XL,1,2026-06-19 09:59:00
40404,william.brodie10@outlook.com,William,Brodie,555-1450,1995-07-20,,volunteer,U14 Eagles,U14,25.00,partial,Jersey,YL,1,2026-06-16 11:28:00
40405,daniel.brodie44@hotmail.com,Daniel,Brodie,555-1037,1981-11-11,,coach,U14 Cobras,U14,15.00,unpaid,Shorts,YL,1,2026-06-04 09:51:00
40406,marcus.williams83@yahoo.com,Marcus,Williams,555-1192,1993-06-09,,volunteer,U14 Eagles,U14,10.00,partial,Socks,YS,1,2026-06-25 12:52:00
40407,timmy.brown80@gmail.com,Timmy,Brown,555-4864,1972-09-12,,parent,U14 Cobras,U14,25.00,paid,Jersey,YL,1,2026-06-26 11:48:00
40408,sarah.garcia81@hotmail.com,Sarah,Garcia,555-4125,1986-02-01,,parent,U10 Tigers,U10,40.00,partial,Cleats,YL,2,2026-06-30 11:49:00
40409,marcus.martinez96@gmail.com,Marcus,Martinez,555-5312,1972-08-22,,parent,U10 Storm,U10,60.00,paid,Socks,XL,3,2026-06-23 09:58:00
40410,ava.miller94@outlook.com,Ava,Miller,555-4629,1973-04-17,,coach,U10 Tigers,U10,40.00,paid,Shorts,XL,2,2026-06-07 09:48:00
40411,marcus.brown56@gmail.com,Marcus,Brown,555-2714,1982-08-04,,parent,U14 Eagles,U14,25.00,unpaid,Jersey,YL,1,2026-06-02 14:59:00
40412,william.davis73@hotmail.com,William,Davis,555-1654,1990-04-27,,volunteer,U14 Cobras,U14,15.00,unpaid,Cleats,XL,1,2026-06-09 16:50:00
40413,noah.smith42@yahoo.com,Noah,Smith,555-7393,1982-06-17,,coach,U12 Bears,U12,75.00,unpaid,Jersey,YS,3,2026-06-04 12:04:00
40414,marcus.garcia12@gmail.com,Marcus,Garcia,555-9347,1991-04-14,,volunteer,U12 Lightning,U12,50.00,paid,Jersey,L,2,2026-06-11 08:13:00
40415,alex.vance73@yahoo.com,Alex,Vance,555-2559,1974-07-08,,volunteer,U10 Storm,U10,30.00,partial,Socks,M,2,2026-06-04 13:47:00
40416,isabella.miller76@gmail.com,Isabella,Miller,555-9436,1989-09-17,,parent,U14 Cobras,U14,20.00,paid,Cleats,M,1,2026-06-17 11:14:00
40417,oliver.smith47@hotmail.com,Oliver,Smith,555-6221,2015-06-23,parent_smith@gmail.com,player,U14 Cobras,U14,20.00,partial,Cleats,S,1,2026-06-17 09:19:00
40418,oliver.brown81@corp.io,Oliver,Brown,555-6127,1985-05-12,,parent,U12 Lightning,U12,25.00,unpaid,Jersey,YS,1,2026-06-12 17:56:00
40419,james.williams3@outlook.com,James,Williams,555-3684,2019-09-17,parent_williams@outlook.com,player,U14 Cobras,U14,20.00,paid,Cleats,M,1,2026-06-23 14:24:00
40420,emma.johnson47@yahoo.com,Emma,Johnson,555-2120,1973-03-03,,coach,U10 Tigers,U10,10.00,unpaid,Shorts,YL,1,2026-06-22 16:24:00
40421,ava.garcia54@yahoo.com,Ava,Garcia,555-6536,1983-11-18,,Parent ,U10 Tigers,U10,25.00,partial,Jersey,XL,1,2026-06-23 12:31:00
40422,oliver.davis49@yahoo.com,Oliver,Davis,555-6800,2014-03-10,parent_davis@gmail.com,player,U10 Tigers,U10,25.00,partial,Jersey,L,1,2026-06-03 14:04:00
40423,sarah.miller67@gmail.com,Sarah,Miller,555-1754,1995-05-29,,volunteer,U14 Eagles,U14,20.00,paid,Socks,L,2,2026-06-10 11:11:00
40424,sophia.garcia97@yahoo.com,Sophia,Garcia,555-9100,1971-04-20,,volunteer,U10 Storm,U10,10.00,partial,Socks,YM,1,2026-06-08 16:45:00
40425,olivia.miller87@outlook.com,Olivia,Miller,555-7038,1981-06-08,,volunteer,U14 Eagles,U14,15.00,paid,Shorts,L,1,2026-06-05 10:18:00
40426,william.miller63@hotmail.com,William,Miller,555-8329,1979-07-23,,coach,U12 Bears,U12,30.00,partial,Cleats,XL,2,2026-06-04 14:06:00
40427,oliver.miller24@hotmail.com,Oliver,Miller,555-5977,1989-04-08,,parent,U14 Cobras,U14,30.00,partial,Cleats,S,3,2026-06-28 09:50:00
40428,emma.garcia51@yahoo.com,Emma,Garcia,555-9547,1981-02-25,,coach,U10 Storm,U10,25.00,unpaid,Jersey,YL,1,2026-06-30 15:40:00
40429,william.smith70@yahoo.com,William,Smith,555-5861,1985-02-12,,parent,U14 Eagles,U14,20.00,paid,Socks,YS,2,2026-06-01 17:15:00
40430,liam.jones85@gmail.com,Liam,Jones,555-4975,1980-03-19,,parent,U12 Lightning,U12,25.00,unpaid,Jersey,L,1,2026-06-10 08:40:00
40431,sarah.hopper68@outlook.com,Sarah,Hopper,555-7011,1976-10-15,,parent,U12 Bears,U12,10.00,partial,Shorts,XL,1,2026-06-25 14:09:00
40432,daniel.jones38@yahoo.com,Daniel,Jones,555-3757,2013-06-25,parent_jones@yahoo.com,player,U14 Eagles,U14,30.00,unpaid,Socks,YS,2,2026-06-16 14:36:00
40433,grace.martinez18@yahoo.com,Grace,Martinez,555-9405,1985-10-07,,volunteer,U14 Cobras,U14,60.00,unpaid,Shorts,YS,3,2026-06-17 13:33:00
40434,sarah.oakley6@gmail.com,Sarah,Oakley,555-4094,1990-12-11,,volunteer,U10 Tigers,U10,20.00,partial,Shorts,XL,1,2026-06-05 08:48:00
40435,sarah.vance51@corp.io,Sarah,Vance,555-1542,1970-10-16,,coach,U10 Storm,U10,15.00,unpaid,Shorts,L,1,2026-06-11 13:24:00
40436,sophia.brodie43@yahoo.com,Sophia,Brodie,555-8196,1986-09-03,,coach,U14 Eagles,U14,20.00,partial,Socks,XL,1,2026-06-08 14:23:00
40437,emma.hopper40@hotmail.com,Emma,Hopper,555-2747,1986-09-23,,coach,U14 Cobras,U14,25.00,paid,Jersey,YS,1,2026-06-08 16:25:00
40438,grace.hopper72@gmail.com,Grace,Hopper,555-1045,1974-12-21,,volunteer,U10 Storm,U10,10.00,paid,Cleats,S,1,2026-06-23 11:06:00
40439,ava.martinez84@gmail.com,Ava,Martinez,555-8627,1972-07-10,,parent,U10 Tigers,U10,15.00,unpaid,Shorts,YL,1,2026-06-13 10:50:00
40440,emma.davis72@hotmail.com,Emma,Davis,555-2446,2017-03-30,parent_davis@corp.io,player,U10 Storm,U10,15.00,paid,Shorts,YM,1,2026-06-05 10:00:00
40441,oliver.martinez55@outlook.com,Oliver,Martinez,555-9710,1988-07-13,,parent,U10 Tigers,U10,15.00,unpaid,Cleats,YM,1,2026-06-29 12:40:00
40442,william.rodriguez54@gmail.com,William,Rodriguez,555-5420,1974-05-07,,volunteer,U14 Eagles,U14,10.00,partial,Socks,YM,1,2026-06-12 13:47:00
40443,daniel.johnson32@outlook.com,Daniel,Johnson,555-2811,1983-11-21,,volunteer,U14 Eagles,U14,10.00,paid,Socks,S,1,2026-06-09 09:18:00
40444,james.davis89@hotmail.com,James,Davis,555-2527,2019-08-13,parent_davis@gmail.com,player,U10 Storm,U10,25.00,partial,Jersey,M,1,2026-06-10 17:07:00
40445,marcus.martinez29@corp.io,Marcus,Martinez,555-5343,2015-12-06,parent_martinez@outlook.com,player,U12 Lightning,U12,15.00,paid,Cleats,YL,1,2026-06-09 14:53:00
40446,oliver.jones41@outlook.com,Oliver,Jones,555-4044,1983-07-02,,volunteer,U14 Cobras,U14,15.00,paid,Cleats,M,1,2026-06-07 16:07:00
40447,grace.brodie79@outlook.com,Grace,Brodie,555-5996,2015-05-04,parent_brodie@corp.io,player,U12 Bears,U12,75.00,partial,Jersey,L,3,2026-06-04 09:50:00
40448,liam.williams44@yahoo.com,Liam,Williams,555-6727,1979-11-13,,coach,U12 Lightning,U12,25.00,partial,Jersey,XL,1,2026-06-30 10:36:00
40449,marcus.martinez33@hotmail.com,Marcus,Martinez,555-3661,1981-07-01,,coach,U10 Storm,U10,20.00,paid,Shorts,M,1,2026-06-07 13:20:00
40450,james.garcia53@hotmail.com,James,Garcia,555-5133,1992-02-25,,volunteer,U14 Eagles,U14,10.00,paid,Shorts,S,1,2026-06-11 17:18:00
40451,william.johnson16@yahoo.com,William,Johnson,555-8246,1972-12-23,,coach,U14 Eagles,U14,15.00,partial,Cleats,YM,1,2026-06-23 17:31:00
40452,grace.brodie97@gmail.com,Grace,Brodie,555-2286,1980-01-19,,parent,U12 Bears,U12,50.00,paid,Jersey,YL,2,2026-06-30 12:17:00
40453,sarah.davis23@outlook.com,Sarah,Davis,555-6462,1984-09-05,,volunteer,U12 Bears,U12,80.00,paid,Shorts,L,4,2026-06-17 10:35:00
40454,alex.martinez51@gmail.com,Alex,Martinez,555-7238,1983-01-10,,coach,U14 Eagles,U14,20.00,partial,Shorts,M,1,2026-06-26 11:17:00
40455,william.garcia2@outlook.com,William,Garcia,555-7129,2014-02-09,parent_garcia@outlook.com,player,U14 Eagles,U14,20.00,paid,Cleats,M,1,2026-06-07 12:03:00
40456,oliver.johnson57@hotmail.com,Oliver,Johnson,555-7063,1980-09-05,,volunteer,U14 Cobras,U14,25.00,partial,Jersey,YL,1,2026-06-21 13:37:00
40457,ava.jones36@yahoo.com,Ava,Jones,555-9218,2016-08-14,parent_jones@corp.io,player,U14 Cobras,U14,15.00,unpaid,Socks,L,1,2026-06-25 13:16:00
40458,sophia.brodie15@hotmail.com,Sophia,Brodie,555-2780,2017-05-16,parent_brodie@outlook.com,player,U10 Storm,U10,20.00,paid,Cleats,M,1,2026-06-26 14:44:00
40459,timmy.smith71@gmail.com,Timmy,Smith,555-2300,1984-09-16,,parent,U12 Lightning,U12,45.00,partial,Cleats,YS,3,2026-06-26 15:09:00
40460,sarah.davis36@gmail.com,Sarah,Davis,555-6007,1980-12-19,,volunteer,U12 Lightning,U12,10.00,unpaid,Socks,S,1,2026-06-23 09:27:00
40461,timmy.brown2@corp.io,Timmy,Brown,555-9515,1984-01-21,,volunteer,U10 Tigers,U10,30.00,paid,Cleats,S,3,2026-06-05 11:32:00
40462,isabella.brown74@outlook.com,Isabella,Brown,555-2051,1982-01-15,,parent,U14 Eagles,U14,15.00,paid,Cleats,YL,1,2026-06-13 14:06:00
40463,ava.garcia51@hotmail.com,Ava,Garcia,555-7756,2013-04-14,parent_garcia@gmail.com,player,U10 Storm,U10,15.00,unpaid,Shorts,XL,1,2026-06-24 16:49:00
40464,william.williams59@yahoo.com,William,Williams,555-3452,1987-04-18,,volunteer,U12 Lightning,U12,10.00,paid,Cleats,M,1,2026-06-02 14:55:00
40465,isabella.brown35@outlook.com,Isabella,Brown,555-4447,2017-07-08,parent_brown@corp.io,player,U14 Eagles,U14,40.00,unpaid,Shorts,YS,2,2026-06-06 11:51:00
40466,james.hopper83@corp.io,James,Hopper,555-1740,1983-12-28,,coach,U14 Cobras,U14,25.00,paid,Jersey,S,1,2026-06-03 15:22:00
40467,isabella.williams54@outlook.com,Isabella,Williams,555-8233,1977-05-20,,volunteer,U14 Cobras,U14,20.00,unpaid,Shorts,XL,2,2026-06-03 16:31:00
40468,sarah.hopper14@corp.io,Sarah,Hopper,555-8124,1992-07-27,,parent,U14 Eagles,U14,20.00,partial,Cleats,S,1,2026-06-08 14:01:00
40469,sarah.johnson42@gmail.com,Sarah,Johnson,555-1446,1972-12-06,,parent,U14 Cobras,U14,30.00,unpaid,Socks,YM,2,2026-06-16 13:09:00
40470,oliver.jones80@hotmail.com,Oliver,Jones,555-9455,1973-10-07,,volunteer,U12 Lightning,U12,15.00,unpaid,Shorts,S,1,2026-06-23 13:10:00
40471,liam.davis8@gmail.com,Liam,Davis,555-5899,2015-01-04,parent_davis@corp.io,player,U14 Cobras,U14,25.00,unpaid,Jersey,YS,1,2026-06-29 09:56:00
40472,oliver.johnson48@corp.io,Oliver,Johnson,555-9350,1981-04-03,,volunteer,U12 Lightning,U12,20.00,unpaid,Socks,YL,1,2026-06-15 09:03:00
40473,daniel.smith92@corp.io,Daniel,Smith,555-5294,1976-07-27,,volunteer,U10 Tigers,U10,30.00,paid,Shorts,XL,3,2026-06-06 13:49:00
40474,sophia.hopper29@corp.io,Sophia,Hopper,555-9258,2016-09-18,parent_hopper@gmail.com,player,U10 Storm,U10,15.00,unpaid,Socks,YS,1,2026-06-06 16:18:00
40475,oliver.garcia4@yahoo.com,Oliver,Garcia,555-1749,1988-11-15,,coach,U14 Cobras,U14,10.00,paid,Cleats,L,1,2026-06-28 16:40:00
40476,grace.smith88@yahoo.com,Grace,Smith,555-3510,1978-10-19,,parent,U10 Storm,U10,20.00,partial,Cleats,YM,1,2026-06-05 09:33:00
40477,timmy.rodriguez44@outlook.com,Timmy,Rodriguez,555-1591,1995-10-25,,volunteer,U12 Lightning,U12,15.00,paid,Shorts,YL,1,2026-06-29 08:41:00
40478,noah.garcia4@yahoo.com,Noah,Garcia,555-6430,1981-09-04,,parent,U10 Tigers,U10,25.00,partial,Jersey,YM,1,2026-06-02 10:00:00
40479,olivia.jones75@corp.io,Olivia,Jones,555-5417,1993-09-05,,volunteer,U10 Tigers,U10,25.00,unpaid,Jersey,M,1,2026-06-20 08:12:00
40480,liam.martinez29@gmail.com,Liam,Martinez,555-3527,1989-01-08,,parent,U14 Eagles,U14,50.00,partial,Jersey,XL,2,2026-06-28 09:04:00
40481,ava.davis26@outlook.com,Ava,Davis,555-3302,2010-11-22,parent_davis@corp.io,player,U14 Eagles,U14,60.00,paid,Shorts,YL,4,2026-06-03 15:50:00
40482,james.oakley65@outlook.com,James,Oakley,555-1131,1995-08-28,,volunteer,U12 Bears,U12,25.00,paid,Jersey,YM,1,2026-06-02 17:47:00
40483,olivia.smith26@gmail.com,Olivia,Smith,555-6966,1993-12-10,,parent,U14 Cobras,U14,10.00,paid,Socks,S,1,2026-06-04 13:45:00
40484,james.williams37@hotmail.com,James,Williams,555-1598,2010-03-23,parent_williams@corp.io,player,U12 Bears,U12,25.00,paid,Jersey,YL,1,2026-06-10 08:18:00
40485,grace.oakley88@yahoo.com,Grace,Oakley,555-8536,1978-09-13,,parent,U10 Storm,U10,10.00,partial,Shorts,L,1,2026-06-20 16:25:00
40486,sophia.miller19@hotmail.com,Sophia,Miller,555-6645,1974-11-09,,parent,U14 Eagles,U14,15.00,paid,Shorts,M,1,2026-06-14 12:00:00
40487,grace.davis2@yahoo.com,Grace,Davis,555-2971,1992-11-07,,parent,U10 Storm,U10,15.00,partial,Socks,M,1,2026-06-29 10:37:00
40488,alex.jones90@yahoo.com,Alex,Jones,555-2264,1986-04-07,,coach,U12 Bears,U12,15.00,unpaid,Shorts,L,1,2026-06-10 08:53:00
40489,oliver.rodriguez26@hotmail.com,Oliver,Rodriguez,555-9100,1981-07-03,,volunteer,U12 Lightning,U12,40.00,paid,Socks,XL,2,2026-06-10 13:49:00
40490,olivia.williams49@gmail.com,Olivia,Williams,555-7476,2018-04-10,parent_williams@yahoo.com,player,U10 Tigers,U10,25.00,paid,Jersey,XL,1,2026-06-25 14:10:00
40491,isabella.davis69@outlook.com,Isabella,Davis,555-2881,1980-11-25,,parent,U12 Lightning,U12,20.00,unpaid,Socks,L,1,2026-06-23 16:14:00
40492,olivia.miller36@yahoo.com,Olivia,Miller,555-9273,1989-01-28,,coachh,U14 Eagles,U14,10.00,partial,Shorts,YS,1,2026-06-11 10:20:00
40493,daniel.miller54@outlook.com,Daniel,Miller,555-1188,1990-03-07,,coach,U10 Tigers,U10,15.00,unpaid,Socks,XL,1,2026-06-23 08:12:00
40494,timmy.oakley99@outlook.com,Timmy,Oakley,555-7435,1970-05-10,,volunteer,U12 Bears,U12,25.00,partial,Jersey,S,1,2026-06-07 10:39:00
40495,daniel.oakley23@hotmail.com,Daniel,Oakley,555-7795,2012-05-14,parent_oakley@yahoo.com,player,U12 Lightning,U12,20.00,partial,Shorts,S,1,2026-06-16 12:01:00
40496,daniel.vance37@hotmail.com,Daniel,Vance,555-9407,2013-10-11,parent_vance@outlook.com,player,U12 Bears,U12,10.00,paid,Socks,M,1,2026-06-21 17:15:00
40497,grace.davis54@corp.io,Grace,Davis,555-7445,1991-02-03,,volunteer,U10 Tigers,U10,20.00,paid,Socks,YL,1,2026-06-07 13:54:00
40498,sarah.martinez50@corp.io,Sarah,Martinez,555-1612,1971-09-26,,parent,U14 Cobras,U14,10.00,partial,Shorts,YL,1,2026-06-22 10:19:00
40499,noah.davis67@corp.io,Noah,Davis,555-4822,1982-07-30,,coach,U10 Tigers,U10,20.00,paid,Shorts,XL,1,2026-06-13 14:00:00
40500,james.hopper53@corp.io,James,Hopper,555-4734,1979-09-27,,volunteer,U10 Tigers,U10,10.00,partial,Shorts,XL,1,2026-06-29 11:48:00
40501,marcus.hopper63@gmail.com,Marcus,Hopper,555-8724,1989-11-27,,coach,U12 Lightning,U12,15.00,partial,Shorts,YL,1,2026-06-19 12:06:00
40502,oliver.vance73@hotmail.com,Oliver,Vance,555-9236,1990-02-22,,coach,U10 Tigers,U10,15.00,unpaid,Cleats,YS,1,2026-06-02 13:13:00
40503,emma.smith40@gmail.com,Emma,Smith,555-9381,1994-10-05,,coach,U14 Eagles,U14,45.00,unpaid,Socks,YM,3,2026-06-18 16:58:00
40504,emma.brodie17@yahoo.com,Emma,Brodie,555-4308,1979-10-12,,parent,U12 Bears,U12,40.00,unpaid,Socks,YS,2,2026-06-27 09:31:00
40505,liam.miller68@outlook.com,Liam,Miller,555-4137,2013-01-02,parent_miller@outlook.com,player,U10 Tigers,U10,20.00,partial,Socks,L,1,2026-06-06 15:33:00
40506,emma.williams87@yahoo.com,Emma,Williams,555-4729,2010-08-19,parent_williams@outlook.com,player,U10 Storm,U10,40.00,partial,Shorts,M,2,2026-06-30 16:17:00
40507,liam.miller16@gmail.com,Liam,Miller,555-5560,1981-02-13,,parent,U12 Bears,U12,15.00,paid,Shorts,L,1,2026-06-17 10:04:00
40508,noah.oakley55@outlook.com,Noah,Oakley,555-4962,1970-04-17,,parent,U10 Storm,U10,50.00,unpaid,Jersey,M,2,2026-06-17 17:55:00
40509,noah.miller28@hotmail.com,Noah,Miller,555-8206,1977-11-02,,volunteer,U10 Tigers,U10,50.00,partial,Jersey,XL,2,2026-06-13 10:24:00
40510,james.williams73@gmail.com,James,Williams,555-2679,1983-12-28,,coach,U12 Bears,U12,10.00,partial,Socks,XL,1,2026-06-26 15:40:00
40511,alex.brodie37@corp.io,Alex,Brodie,555-6020,2015-10-22,parent_brodie@hotmail.com,player,U10 Tigers,U10,10.00,partial,Cleats,L,1,2026-06-19 09:25:00
40512,alex.martinez49@corp.io,Alex,Martinez,555-4844,1990-06-02,,volunteer,U12 Bears,U12,15.00,partial,Socks,S,1,2026-06-29 13:48:00
40513,olivia.brown30@outlook.com,Olivia,Brown,555-3571,1975-06-11,,volunteer,U14 Cobras,U14,10.00,partial,Cleats,YS,1,2026-06-28 10:07:00
40514,daniel.hopper10@corp.io,Daniel,Hopper,555-1661,1972-06-02,,volunteer,U10 Storm,U10,20.00,partial,Cleats,S,1,2026-06-27 15:24:00
40515,liam.oakley44@hotmail.com,Liam,Oakley,555-8099,1983-01-03,,parent,U14 Cobras,U14,50.00,unpaid,Cleats,S,5,2026-06-02 15:00:00
40516,william.garcia1@yahoo.com,William,Garcia,555-3809,1976-03-05,,volunteer,U14 Eagles,U14,15.00,paid,Jersey,S,1,2026-06-21 11:37:00
40517,emma.brown77@hotmail.com,Emma,Brown,555-2273,1975-11-02,,volunteer,U10 Storm,U10,25.00,partial,Jersey,YS,1,2026-06-16 11:16:00
40518,emma.davis23@corp.io,Emma,Davis,555-1169,1987-11-09,,coach,U12 Lightning,U12,15.00,paid,Cleats,L,1,2026-06-08 12:05:00
40519,marcus.brodie6@gmail.com,Marcus,Brodie,555-2676,1984-10-17,,volunteer,U10 Storm,U10,50.00,unpaid,Cleats,YS,5,2026-06-27 08:13:00
40520,william.davis10@corp.io,William,Davis,555-1013,1977-03-19,,parent,U10 Tigers,U10,10.00,partial,Socks,M,1,2026-06-21 16:56:00
40521,isabella.hopper60@yahoo.com,Isabella,Hopper,555-3767,1989-05-07,,parent,U12 Lightning,U12,20.00,unpaid,Shorts,M,1,2026-06-26 12:06:00
40522,liam.oakley74@hotmail.com,Liam,Oakley,555-7273,2011-05-29,parent_oakley@outlook.com,player,U10 Storm,U10,80.00,unpaid,Shorts,XL,4,2026-06-10 13:56:00
40523,james.brodie59@corp.io,James,Brodie,555-5160,1989-11-07,,parent,U14 Eagles,U14,30.00,partial,Socks,YM,2,2026-06-17 12:25:00
40524,ava.johnson20@hotmail.com,Ava,Johnson,555-6016,1971-06-07,,coach,U14 Cobras,U14,20.00,unpaid,Cleats,YM,1,2026-06-20 14:48:00
40525,ava.rodriguez59@gmail.com,Ava,Rodriguez,555-9092,1970-12-26,,volunteer,U14 Cobras,U14,20.00,partial,Cleats,YL,1,2026-06-18 16:57:00
40526,oliver.vance99@gmail.com,Oliver,Vance,555-6326,1985-01-25,,volunteer,U10 Storm,U10,10.00,partial,Cleats,XL,1,2026-06-13 16:01:00
40527,ava.garcia96@outlook.com,Ava,Garcia,555-5432,1985-03-07,,coach,U12 Lightning,U12,10.00,unpaid,Socks,XL,1,2026-06-06 11:42:00
40528,emma.garcia2@yahoo.com,Emma,Garcia,555-6736,2010-01-07,parent_garcia@gmail.com,player,U14 Cobras,U14,45.00,unpaid,Cleats,YS,3,2026-06-08 11:15:00
40529,james.smith82@corp.io,James,Smith,555-6647,2013-02-22,parent_smith@gmail.com,player,U10 Tigers,U10,75.00,unpaid,Jersey,L,3,2026-06-25 16:25:00
40530,james.williams47@hotmail.com,James,Williams,555-2195,2016-02-22,parent_williams@outlook.com,player,U12 Bears,U12,10.00,unpaid,Socks,XL,1,2026-06-19 16:53:00
40531,olivia.davis2@hotmail.com,Olivia,Davis,555-1759,2012-06-23,parent_davis@corp.io,player,U10 Storm,U10,15.00,unpaid,Shorts,XL,1,2026-06-08 12:28:00
40532,emma.johnson14@gmail.com,Emma,Johnson,555-5944,1981-04-06,,Parent ,U12 Bears,U12,60.00,unpaid,Socks,YS,3,2026-06-03 10:58:00
40533,marcus.oakley90@hotmail.com,Marcus,Oakley,555-4496,1982-06-19,,parent,U10 Tigers,U10,25.00,unpaid,Jersey,S,1,2026-06-10 11:15:00
40534,ava.johnson4@corp.io,Ava,Johnson,555-6983,1994-08-10,,volunteer,U14 Cobras,U14,10.00,unpaid,Cleats,M,1,2026-06-15 13:40:00
40535,william.vance73@corp.io,William,Vance,555-8228,1986-11-28,,volunteer,U14 Cobras,U14,30.00,unpaid,Shorts,YS,2,2026-06-28 10:09:00
40536,marcus.williams39@hotmail.com,Marcus,Williams,555-4310,2015-09-19,parent_williams@hotmail.com,player,U12 Bears,U12,30.00,paid,Socks,S,3,2026-06-02 14:16:00
40537,alex.williams90@gmail.com,Alex,Williams,555-1144,1987-10-06,,coach,U12 Bears,U12,15.00,partial,Socks,M,1,2026-06-04 16:39:00
40538,william.vance57@gmail.com,William,Vance,555-7638,2018-11-01,parent_vance@gmail.com,player,U14 Cobras,U14,20.00,partial,Cleats,S,1,2026-06-17 14:34:00
40539,james.johnson16@yahoo.com,James,Johnson,555-2007,1977-08-17,,volunteer,U12 Lightning,U12,15.00,unpaid,Socks,XL,1,2026-06-05 10:41:00
40540,isabella.miller24@gmail.com,Isabella,Miller,555-5529,2010-09-15,parent_miller@yahoo.com,player,U14 Eagles,U14,60.00,paid,Shorts,XL,3,2026-06-02 12:14:00
40541,ava.williams15@corp.io,Ava,Williams,555-2654,1983-05-08,,coach,U10 Storm,U10,10.00,unpaid,Shorts,YS,1,2026-06-24 15:15:00
40542,sarah.martinez81@yahoo.com,Sarah,Martinez,555-6058,1989-01-06,,volunteer,U12 Bears,U12,25.00,partial,Jersey,YL,1,2026-06-22 13:39:00
40543,alex.jones63@hotmail.com,Alex,Jones,555-5337,1975-11-06,,volunteer,U10 Storm,U10,25.00,unpaid,Jersey,YM,1,2026-06-16 08:52:00
40544,oliver.rodriguez47@corp.io,Oliver,Rodriguez,555-8070,1986-01-24,,volunter,U12 Lightning,U12,10.00,unpaid,Cleats,YS,1,2026-06-18 15:59:00
40545,noah.williams33@yahoo.com,Noah,Williams,555-5851,1979-04-26,,volunteer,U12 Bears,U12,10.00,paid,Cleats,YM,1,2026-06-16 16:18:00
40546,oliver.brown64@corp.io,Oliver,Brown,555-8372,1979-05-30,,volunteer,U12 Lightning,U12,20.00,paid,Shorts,YL,1,2026-06-19 11:19:00
40547,timmy.smith94@gmail.com,Timmy,Smith,555-4348,1976-01-05,,coach,U10 Tigers,U10,15.00,unpaid,Cleats,YM,1,2026-06-03 15:14:00
40548,olivia.hopper59@outlook.com,Olivia,Hopper,555-2713,1989-04-06,,parent,U12 Bears,U12,15.00,unpaid,Socks,YS,1,2026-06-14 15:41:00
40549,liam.brodie72@hotmail.com,Liam,Brodie,555-4200,1988-08-01,,parent,U10 Tigers,U10,20.00,unpaid,Shorts,XL,1,2026-06-26 17:54:00
40550,william.jones3@yahoo.com,William,Jones,555-6325,2011-04-06,parent_jones@gmail.com,player,U12 Bears,U12,45.00,paid,Cleats,YL,3,2026-06-22 14:23:00
40551,liam.miller57@corp.io,Liam,Miller,555-4522,1977-01-30,,parent,U10 Tigers,U10,60.00,partial,Cleats,L,3,2026-06-20 14:26:00
